,Epoch,Iteration,Accuracy,Top3,Prediction,Target
0,9,24.0,0.375,0.75,[9 5 2 6 0 4 1 5],"tensor([9, 8, 6, 8, 9, 4, 1, 9])"
0,9,25.0,0.625,0.75,[1 3 0 3 7 7 9 3],"tensor([1, 6, 9, 3, 7, 7, 9, 8])"
0,9,26.0,0.375,0.875,[7 1 1 3 4 9 7 2],"tensor([7, 1, 0, 4, 9, 1, 7, 8])"
0,9,27.0,0.375,0.5,[5 1 4 6 0 5 7 6],"tensor([3, 3, 7, 6, 0, 6, 7, 8])"
0,9,28.0,0.25,0.625,[8 5 1 6 1 4 3 2],"tensor([0, 2, 3, 8, 1, 4, 6, 9])"
0,9,29.0,0.375,0.875,[9 7 6 5 1 9 6 0],"tensor([2, 7, 9, 8, 3, 9, 9, 0])"
0,9,30.0,0.0,0.625,[4 6 5 3 0 0 6 1],"tensor([0, 9, 0, 9, 2, 6, 8, 0])"
0,9,31.0,0.125,0.375,[6 3 9 7 8 3 5 1],"tensor([8, 2, 2, 8, 6, 0, 0, 1])"
0,9,32.0,0.5,0.625,[1 6 2 7 5 6 9 8],"tensor([1, 8, 3, 7, 3, 8, 9, 8])"
0,9,33.0,0.25,0.5,[1 6 4 5 8 7 3 2],"tensor([3, 6, 8, 8, 5, 7, 4, 8])"
0,9,34.0,0.25,0.75,[8 5 1 3 0 5 8 6],"tensor([9, 6, 1, 2, 0, 6, 9, 8])"
0,9,35.0,0.125,0.625,[3 8 6 2 6 3 9 9],"tensor([0, 4, 6, 3, 8, 8, 8, 8])"
0,9,36.0,0.25,0.375,[7 7 6 0 2 9 9 9],"tensor([4, 3, 6, 0, 8, 4, 8, 2])"
0,9,37.0,0.25,0.625,[0 2 7 0 4 6 2 5],"tensor([2, 8, 7, 5, 7, 6, 4, 2])"
0,9,38.0,0.375,0.625,[3 2 1 8 2 8 7 4],"tensor([8, 2, 1, 1, 6, 5, 7, 9])"
0,9,39.0,0.375,0.625,[3 9 6 4 1 4 6 5],"tensor([8, 2, 8, 4, 1, 4, 1, 2])"
0,9,40.0,0.625,0.75,[9 1 8 5 6 1 1 7],"tensor([4, 1, 8, 6, 6, 1, 3, 7])"
0,9,41.0,0.0,0.75,[1 6 6 3 8 2 1 2],"tensor([3, 8, 2, 4, 0, 4, 0, 4])"
0,9,42.0,0.375,0.875,[2 5 5 9 5 2 3 2],"tensor([8, 5, 2, 9, 6, 8, 3, 8])"
0,9,43.0,0.625,0.875,[7 7 8 1 4 8 1 9],"tensor([7, 7, 2, 3, 4, 8, 1, 8])"
0,9,44.0,0.25,0.625,[9 3 7 8 7 2 3 6],"tensor([9, 6, 7, 5, 3, 4, 4, 0])"
0,9,45.0,0.125,0.625,[3 2 2 3 2 8 9 4],"tensor([2, 8, 8, 4, 4, 7, 8, 4])"
0,9,46.0,0.625,0.625,[7 8 7 5 4 5 4 7],"tensor([7, 4, 7, 5, 7, 9, 4, 7])"
0,9,47.0,0.0,0.25,[5 6 9 0 7 5 2 5],"tensor([0, 5, 2, 9, 8, 9, 6, 0])"
0,9,48.0,0.125,0.5,[1 3 3 7 3 2 4 7],"tensor([1, 1, 5, 4, 8, 8, 9, 2])"
0,9,49.0,0.25,0.75,[3 3 1 7 6 3 2 7],"tensor([9, 8, 3, 7, 8, 2, 3, 7])"
0,9,50.0,0.375,0.75,[6 6 9 6 6 1 7 8],"tensor([9, 3, 7, 8, 6, 1, 7, 1])"
0,9,51.0,0.625,0.75,[7 9 1 4 1 1 7 2],"tensor([7, 4, 1, 0, 1, 1, 7, 4])"
0,9,52.0,0.25,0.375,[0 4 0 7 3 7 3 8],"tensor([5, 2, 9, 7, 1, 7, 8, 5])"
0,9,53.0,0.375,0.875,[7 6 2 4 8 1 3 1],"tensor([8, 6, 4, 7, 3, 1, 4, 1])"
0,9,54.0,0.375,0.625,[9 2 5 8 2 8 5 4],"tensor([9, 9, 6, 8, 6, 0, 0, 4])"
0,9,55.0,0.625,0.75,[6 7 6 1 3 5 5 4],"tensor([8, 7, 6, 1, 3, 8, 6, 4])"
0,9,56.0,0.375,0.5,[6 8 5 3 7 0 7 2],"tensor([6, 0, 4, 8, 7, 0, 8, 6])"
0,9,57.0,0.375,0.625,[3 3 0 2 7 5 2 2],"tensor([2, 2, 4, 2, 7, 0, 2, 4])"
0,9,58.0,0.375,0.875,[6 7 3 2 0 7 1 1],"tensor([8, 7, 2, 0, 0, 2, 0, 1])"
0,9,59.0,0.5,0.625,[6 9 0 8 6 0 7 7],"tensor([8, 8, 0, 5, 8, 0, 7, 7])"
0,9,60.0,0.375,0.75,[1 1 9 8 9 0 4 2],"tensor([1, 0, 2, 5, 9, 0, 8, 4])"
0,9,61.0,0.5,0.625,[5 0 5 8 2 1 6 1],"tensor([0, 0, 2, 2, 3, 1, 6, 1])"
0,9,62.0,0.25,0.625,[1 3 1 2 2 9 6 5],"tensor([3, 4, 1, 4, 8, 1, 6, 8])"
0,9,63.0,0.25,0.625,[9 6 0 2 7 1 9 1],"tensor([4, 9, 0, 8, 7, 3, 4, 3])"
0,9,64.0,0.125,0.875,[4 0 1 8 4 8 6 1],"tensor([9, 9, 1, 1, 8, 1, 5, 5])"
0,9,65.0,0.375,0.75,[8 3 1 1 7 6 6 0],"tensor([5, 2, 1, 0, 7, 8, 6, 6])"
0,9,66.0,0.25,0.5,[3 8 9 9 5 4 8 6],"tensor([3, 1, 1, 2, 8, 4, 3, 8])"
0,9,67.0,0.75,0.875,[0 0 7 7 7 1 4 7],"tensor([0, 6, 7, 7, 7, 1, 2, 7])"
0,9,68.0,0.125,0.375,[7 7 4 3 2 9 8 2],"tensor([0, 7, 7, 6, 1, 2, 5, 9])"
0,9,69.0,0.375,0.5,[1 0 7 8 4 0 3 6],"tensor([3, 0, 8, 0, 4, 9, 8, 6])"
0,9,70.0,0.125,0.75,[1 0 8 1 1 2 0 3],"tensor([3, 9, 4, 3, 3, 8, 0, 6])"
0,9,71.0,0.375,0.75,[2 8 0 5 2 0 4 7],"tensor([8, 1, 0, 5, 8, 4, 1, 7])"
0,9,72.0,0.25,0.875,[6 1 5 8 3 0 0 7],"tensor([8, 3, 2, 5, 3, 5, 9, 7])"
0,9,73.0,0.375,0.875,[8 6 1 8 6 8 2 7],"tensor([8, 8, 0, 4, 6, 5, 3, 7])"
0,9,74.0,0.0,0.25,[9 6 4 8 8 0 7 9],"tensor([4, 8, 6, 2, 5, 4, 1, 8])"
0,9,75.0,0.25,0.5,[1 6 6 4 8 6 4 0],"tensor([3, 9, 6, 7, 1, 6, 2, 5])"
0,9,76.0,0.375,0.5,[4 0 8 3 1 4 6 9],"tensor([9, 4, 5, 8, 1, 4, 6, 2])"
0,9,77.0,0.5,0.625,[5 9 2 6 8 0 3 7],"tensor([8, 6, 3, 6, 8, 0, 2, 7])"
0,9,78.0,0.375,0.625,[6 6 7 8 5 3 8 3],"tensor([6, 6, 1, 8, 6, 6, 5, 8])"
0,9,79.0,0.25,0.75,[3 2 7 5 7 5 4 1],"tensor([8, 0, 7, 8, 7, 2, 2, 3])"
0,9,80.0,0.125,0.5,[1 8 6 2 0 3 4 2],"tensor([3, 5, 8, 4, 7, 8, 4, 4])"
0,9,81.0,0.25,0.625,[2 3 3 7 7 6 3 8],"tensor([8, 4, 9, 7, 8, 6, 6, 6])"
0,9,82.0,0.25,0.625,[1 4 3 9 1 3 3 5],"tensor([3, 4, 2, 8, 0, 4, 5, 5])"
0,9,83.0,0.625,1.0,[3 6 7 7 7 4 3 3],"tensor([3, 6, 7, 9, 7, 4, 7, 4])"
0,9,84.0,0.375,0.75,[7 7 0 7 3 1 7 0],"tensor([8, 4, 8, 7, 1, 0, 7, 0])"
0,9,85.0,0.25,0.625,[8 9 0 8 0 6 2 6],"tensor([5, 3, 0, 3, 8, 6, 8, 5])"
0,9,86.0,0.25,0.5,[9 8 2 3 9 9 3 7],"tensor([1, 5, 3, 5, 9, 9, 2, 2])"
0,9,87.0,0.375,0.375,[8 3 2 7 4 0 9 7],"tensor([5, 9, 2, 7, 7, 6, 2, 7])"
0,9,88.0,0.5,0.5,[3 6 6 7 8 9 8 5],"tensor([6, 6, 8, 7, 8, 9, 4, 0])"
0,9,89.0,0.375,0.5,[8 1 2 9 5 5 7 7],"tensor([3, 3, 2, 2, 6, 5, 0, 7])"
0,9,90.0,0.25,0.5,[0 1 3 5 1 5 3 3],"tensor([0, 3, 0, 2, 1, 6, 8, 8])"
0,9,91.0,0.5,0.75,[4 5 9 1 1 6 7 8],"tensor([4, 8, 1, 1, 1, 0, 7, 5])"
0,9,92.0,0.25,0.75,[3 5 0 5 8 4 3 7],"tensor([8, 5, 9, 5, 1, 1, 4, 1])"
0,9,93.0,0.25,0.25,[3 4 5 2 3 9 0 7],"tensor([4, 4, 4, 4, 8, 3, 4, 7])"
0,9,94.0,0.125,0.375,[9 9 6 2 0 4 4 6],"tensor([2, 1, 9, 8, 9, 0, 4, 5])"
0,9,95.0,0.25,0.5,[2 4 6 0 8 0 4 5],"tensor([8, 7, 0, 2, 5, 2, 4, 5])"
0,9,96.0,0.25,0.5,[2 7 2 0 9 3 8 5],"tensor([3, 7, 8, 2, 1, 8, 5, 5])"
0,9,97.0,0.75,1.0,[1 7 0 6 3 7 7 5],"tensor([3, 7, 0, 6, 5, 7, 7, 5])"
0,9,98.0,0.375,0.75,[1 1 5 8 9 2 0 7],"tensor([1, 1, 3, 0, 8, 8, 9, 7])"
0,9,99.0,0.625,1.0,[7 1 3 7 7 7 7 3],"tensor([7, 3, 8, 7, 7, 7, 7, 4])"
0,9,100.0,0.25,0.625,[5 6 3 1 9 2 6 9],"tensor([6, 6, 1, 1, 2, 8, 3, 8])"
0,9,101.0,0.5,0.75,[0 8 3 0 1 1 1 3],"tensor([0, 3, 6, 0, 1, 3, 1, 8])"
0,9,102.0,0.5,0.625,[3 8 2 5 6 1 9 7],"tensor([3, 2, 5, 5, 6, 3, 9, 3])"
0,9,103.0,0.375,1.0,[8 1 9 9 2 0 3 2],"tensor([9, 1, 9, 9, 0, 2, 9, 6])"
0,9,104.0,0.25,0.625,[1 0 8 9 7 9 0 2],"tensor([1, 5, 6, 1, 7, 1, 4, 4])"
0,9,105.0,0.375,0.5,[8 1 4 7 2 4 1 2],"tensor([8, 1, 9, 0, 8, 7, 1, 3])"
0,9,106.0,0.25,0.625,[0 1 0 3 4 9 5 3],"tensor([0, 3, 9, 8, 9, 8, 6, 3])"
0,9,107.0,0.375,0.625,[9 6 5 4 3 1 2 8],"tensor([3, 6, 3, 4, 4, 1, 8, 1])"
0,9,108.0,0.125,0.75,[3 2 6 3 0 8 4 4],"tensor([2, 8, 5, 8, 9, 5, 7, 4])"
0,9,109.0,0.0,0.375,[8 4 6 1 0 3 8 4],"tensor([5, 8, 3, 3, 3, 8, 2, 7])"
0,9,110.0,0.25,0.625,[9 3 0 8 6 4 9 1],"tensor([2, 8, 9, 3, 6, 7, 8, 1])"
0,9,111.0,0.625,1.0,[8 0 7 1 3 3 8 4],"tensor([4, 0, 7, 3, 3, 8, 8, 4])"
0,9,112.0,0.375,0.75,[5 2 6 5 1 2 1 0],"tensor([8, 0, 6, 1, 0, 2, 3, 0])"
0,9,113.0,0.375,0.875,[7 9 2 2 8 2 7 5],"tensor([7, 2, 8, 9, 5, 3, 7, 5])"
0,9,114.0,0.125,0.625,[1 1 5 2 7 4 6 2],"tensor([3, 3, 9, 6, 3, 1, 6, 4])"
0,9,115.0,0.5,0.75,[2 3 5 4 7 0 7 4],"tensor([3, 5, 9, 3, 7, 0, 7, 4])"
0,9,116.0,0.5,0.625,[8 1 9 0 9 6 9 5],"tensor([8, 3, 8, 0, 9, 6, 1, 7])"
0,9,117.0,0.5,0.625,[6 8 6 3 1 9 2 2],"tensor([5, 8, 6, 3, 1, 1, 1, 8])"
0,9,118.0,0.5,1.0,[7 5 6 7 2 5 2 0],"tensor([7, 5, 6, 7, 8, 2, 8, 2])"
0,9,119.0,0.375,0.625,[3 4 3 5 3 9 1 1],"tensor([8, 2, 1, 6, 3, 2, 1, 1])"
0,9,120.0,0.625,0.875,[0 6 6 3 1 3 1 7],"tensor([0, 6, 6, 3, 0, 8, 1, 8])"
0,9,121.0,0.5,0.625,[9 5 9 5 3 5 4 7],"tensor([8, 4, 8, 9, 3, 5, 4, 7])"
0,9,122.0,0.5,0.75,[3 4 5 9 1 1 9 7],"tensor([3, 2, 5, 2, 1, 3, 8, 7])"
0,9,123.0,0.125,0.625,[5 5 0 8 0 8 6 5],"tensor([9, 8, 7, 5, 4, 3, 6, 3])"
0,9,124.0,0.625,0.75,[7 8 5 4 7 1 7 0],"tensor([7, 0, 3, 8, 7, 1, 7, 0])"
0,9,125.0,0.25,0.5,[5 0 6 0 9 9 0 9],"tensor([6, 0, 2, 9, 8, 1, 0, 2])"
0,9,126.0,0.5,0.625,[5 4 1 3 9 7 7 4],"tensor([5, 2, 1, 2, 2, 7, 7, 9])"
0,9,127.0,0.125,0.5,[4 8 4 9 1 8 6 4],"tensor([7, 5, 7, 1, 1, 5, 9, 2])"
0,9,128.0,0.375,0.375,[5 5 4 6 8 8 5 3],"tensor([5, 2, 4, 0, 9, 8, 2, 4])"
0,9,129.0,0.5,0.875,[7 7 6 5 4 5 7 2],"tensor([7, 7, 6, 8, 4, 0, 8, 8])"
0,9,130.0,0.5,0.625,[6 9 2 7 3 5 8 6],"tensor([6, 9, 8, 8, 3, 6, 0, 6])"
0,9,131.0,0.25,0.625,[2 6 6 0 8 7 4 2],"tensor([8, 9, 6, 2, 5, 7, 8, 8])"
0,9,132.0,0.5,0.75,[7 6 9 3 4 0 6 1],"tensor([7, 6, 1, 8, 0, 2, 6, 1])"
0,9,133.0,0.375,0.75,[8 9 8 9 0 3 4 3],"tensor([7, 9, 3, 9, 9, 3, 8, 4])"
0,9,134.0,0.0,0.625,[3 7 7 8 2 3 1 5],"tensor([8, 9, 8, 5, 0, 8, 3, 6])"
0,9,135.0,0.25,0.625,[2 8 3 4 6 2 4 0],"tensor([2, 8, 8, 1, 9, 4, 7, 7])"
0,9,136.0,0.375,0.75,[1 5 4 0 3 9 9 0],"tensor([0, 3, 4, 6, 3, 2, 9, 6])"
0,9,137.0,0.25,0.375,[9 9 2 4 7 1 0 7],"tensor([2, 8, 4, 2, 7, 1, 2, 3])"
0,9,138.0,0.625,0.875,[3 0 7 2 2 1 6 9],"tensor([0, 3, 7, 2, 6, 1, 6, 9])"
0,9,139.0,0.25,0.625,[2 6 9 9 9 7 5 9],"tensor([0, 6, 8, 2, 3, 7, 2, 2])"
0,9,140.0,0.625,1.0,[3 9 8 8 0 6 7 7],"tensor([8, 8, 8, 8, 3, 6, 7, 7])"
0,9,141.0,0.25,0.625,[8 1 8 2 2 5 4 8],"tensor([2, 1, 5, 3, 8, 5, 9, 5])"
0,9,142.0,0.125,0.375,[1 1 5 5 9 4 8 9],"tensor([3, 3, 6, 5, 2, 8, 3, 1])"
0,9,143.0,0.125,0.5,[2 6 8 3 2 1 2 9],"tensor([8, 9, 5, 0, 8, 1, 4, 2])"
0,9,144.0,0.25,0.625,[8 9 2 2 7 3 3 3],"tensor([5, 9, 4, 0, 7, 5, 8, 8])"
0,9,145.0,0.25,0.75,[3 8 9 3 7 1 1 7],"tensor([0, 8, 2, 8, 8, 3, 3, 7])"
0,9,146.0,0.375,0.625,[8 3 2 5 9 4 8 0],"tensor([8, 3, 9, 2, 4, 2, 5, 0])"
0,9,147.0,0.5,0.875,[1 8 3 7 1 9 1 2],"tensor([1, 8, 8, 7, 1, 2, 3, 4])"
0,9,148.0,0.25,0.5,[4 5 2 0 5 2 4 0],"tensor([7, 8, 8, 0, 5, 8, 2, 7])"
0,9,149.0,0.25,0.5,[0 0 8 4 7 8 0 8],"tensor([0, 9, 1, 4, 3, 5, 9, 2])"
0,9,150.0,0.125,0.375,[7 9 4 4 0 5 0 6],"tensor([7, 3, 2, 9, 7, 2, 8, 9])"
0,9,151.0,0.125,0.5,[8 4 8 9 8 0 7 2],"tensor([1, 0, 2, 8, 3, 8, 7, 9])"
0,9,152.0,0.375,0.625,[6 3 0 8 9 3 8 8],"tensor([9, 3, 0, 8, 1, 8, 1, 3])"
0,9,153.0,0.125,0.5,[4 9 8 5 9 5 8 9],"tensor([7, 1, 9, 9, 2, 5, 5, 2])"
0,9,154.0,0.25,0.75,[0 0 6 2 9 7 1 5],"tensor([2, 2, 9, 8, 9, 7, 0, 0])"
0,9,155.0,0.5,0.75,[9 5 8 2 7 1 0 2],"tensor([1, 5, 5, 2, 7, 1, 9, 4])"
0,9,156.0,0.125,0.75,[4 2 0 3 5 4 8 1],"tensor([8, 8, 7, 1, 6, 9, 8, 3])"
0,9,157.0,0.5,0.75,[1 5 1 9 1 7 3 2],"tensor([1, 7, 3, 1, 1, 7, 3, 9])"
0,9,158.0,0.625,0.75,[0 6 3 3 3 3 6 7],"tensor([0, 9, 8, 3, 3, 3, 9, 7])"
0,9,159.0,0.625,1.0,[0 6 6 3 8 9 5 2],"tensor([0, 8, 6, 3, 8, 8, 5, 8])"
0,9,160.0,0.25,0.625,[6 9 3 2 1 0 0 3],"tensor([6, 8, 6, 4, 0, 9, 0, 4])"
0,9,161.0,0.25,0.625,[5 6 5 0 2 2 1 1],"tensor([5, 4, 3, 8, 2, 8, 3, 3])"
0,9,162.0,0.625,1.0,[5 0 5 1 1 2 0 7],"tensor([5, 9, 5, 1, 3, 2, 2, 7])"
0,9,163.0,0.25,0.875,[3 1 6 1 1 1 1 6],"tensor([8, 1, 8, 3, 3, 3, 0, 6])"
0,9,164.0,0.25,0.625,[4 8 7 8 1 1 3 8],"tensor([9, 5, 7, 1, 3, 1, 5, 2])"
0,9,165.0,0.375,0.75,[2 8 3 8 1 2 8 5],"tensor([8, 3, 3, 8, 3, 4, 5, 5])"
0,9,166.0,0.625,0.875,[7 2 8 0 1 7 0 4],"tensor([7, 2, 8, 9, 3, 7, 9, 4])"
0,9,167.0,0.375,0.75,[3 6 7 1 7 8 8 1],"tensor([8, 5, 7, 3, 7, 8, 5, 3])"
0,9,168.0,0.25,0.5,[4 7 9 1 6 0 8 7],"tensor([9, 7, 4, 1, 9, 4, 5, 3])"
0,9,169.0,0.375,0.75,[7 3 9 1 1 5 2 7],"tensor([7, 4, 9, 0, 0, 4, 9, 7])"
0,9,170.0,0.25,0.375,[9 8 3 9 0 6 4 4],"tensor([3, 5, 8, 9, 0, 3, 2, 9])"
0,9,171.0,0.625,0.75,[4 1 6 1 6 9 4 4],"tensor([1, 1, 6, 1, 6, 2, 8, 4])"
0,9,172.0,0.5,1.0,[6 0 2 2 6 4 8 0],"tensor([6, 2, 6, 6, 6, 4, 4, 0])"
0,9,173.0,0.5,0.75,[8 4 2 7 8 3 8 9],"tensor([4, 8, 2, 7, 5, 8, 8, 9])"
0,9,174.0,0.25,0.5,[4 5 7 2 6 0 2 4],"tensor([1, 7, 7, 4, 6, 9, 0, 8])"
0,9,175.0,0.125,0.375,[2 3 8 0 5 4 6 8],"tensor([8, 8, 8, 2, 2, 8, 9, 5])"
0,9,176.0,0.125,0.375,[8 3 4 4 6 9 3 7],"tensor([5, 8, 8, 8, 9, 2, 8, 7])"
0,9,177.0,0.5,0.625,[8 9 0 4 5 1 3 1],"tensor([5, 9, 4, 4, 4, 1, 6, 1])"
0,9,178.0,0.5,0.75,[9 5 1 6 1 4 1 9],"tensor([8, 5, 9, 9, 1, 4, 1, 4])"
0,9,179.0,0.25,0.5,[2 6 9 8 3 7 3 4],"tensor([2, 5, 3, 2, 8, 8, 3, 0])"
0,9,180.0,0.625,0.875,[6 2 0 7 1 2 6 2],"tensor([6, 8, 2, 7, 5, 2, 6, 2])"
0,9,181.0,0.5,0.75,[7 1 3 3 8 7 1 7],"tensor([7, 0, 6, 3, 5, 7, 3, 7])"
0,9,182.0,0.5,0.875,[9 6 6 0 1 4 6 6],"tensor([9, 3, 6, 9, 3, 4, 9, 6])"
0,9,183.0,0.625,0.625,[3 7 4 6 3 8 1 6],"tensor([3, 7, 8, 0, 3, 5, 1, 6])"
0,9,184.0,0.375,0.375,[7 2 9 7 5 2 1 8],"tensor([7, 0, 4, 7, 4, 9, 1, 0])"
0,9,185.0,0.5,0.5,[2 5 3 6 2 5 6 9],"tensor([2, 4, 8, 6, 9, 5, 6, 4])"
0,9,186.0,0.125,0.375,[2 7 6 1 1 9 7 3],"tensor([6, 9, 9, 1, 3, 3, 2, 4])"
0,9,187.0,0.5,0.625,[1 0 3 8 9 2 7 8],"tensor([1, 3, 9, 8, 9, 1, 7, 2])"
0,9,188.0,0.5,0.5,[1 8 3 1 5 6 4 7],"tensor([1, 1, 3, 1, 0, 9, 4, 3])"
0,9,189.0,0.375,0.625,[3 1 9 2 3 0 4 7],"tensor([4, 1, 8, 3, 5, 0, 8, 7])"
0,9,190.0,0.5,0.75,[7 9 4 2 6 1 2 7],"tensor([7, 8, 8, 8, 6, 0, 2, 7])"
0,9,191.0,0.375,0.375,[4 1 5 5 4 4 5 3],"tensor([4, 1, 9, 9, 7, 9, 0, 3])"
0,9,192.0,0.375,0.5,[9 9 9 5 5 9 2 7],"tensor([1, 2, 9, 5, 8, 8, 8, 7])"
0,9,193.0,0.375,0.625,[3 7 2 8 6 8 9 9],"tensor([8, 7, 2, 3, 6, 1, 7, 3])"
0,9,194.0,0.5,0.625,[3 7 6 7 6 3 7 3],"tensor([5, 7, 6, 7, 9, 1, 8, 3])"
0,9,195.0,0.375,0.75,[8 8 2 4 6 4 5 3],"tensor([5, 5, 2, 9, 6, 4, 3, 8])"
0,9,196.0,0.75,0.75,[7 2 7 3 7 5 4 8],"tensor([7, 2, 7, 6, 7, 5, 1, 8])"
0,9,197.0,0.5,0.625,[9 8 5 2 8 9 6 9],"tensor([9, 6, 5, 9, 8, 3, 5, 9])"
0,9,198.0,0.25,0.875,[1 1 2 0 6 7 8 2],"tensor([3, 1, 3, 2, 9, 7, 5, 3])"
0,9,199.0,0.25,0.5,[5 8 5 1 6 0 4 8],"tensor([0, 4, 0, 3, 6, 5, 8, 8])"
0,9,200.0,0.375,0.75,[1 3 9 3 0 7 1 6],"tensor([3, 2, 8, 4, 9, 7, 1, 6])"
0,9,201.0,0.125,0.625,[0 5 2 6 5 2 2 0],"tensor([0, 4, 0, 8, 9, 8, 9, 5])"
0,9,202.0,0.375,0.625,[2 3 2 2 6 8 7 3],"tensor([6, 8, 1, 0, 6, 8, 7, 8])"
0,9,203.0,0.5,0.75,[5 7 2 9 0 3 0 6],"tensor([5, 7, 7, 7, 2, 3, 0, 5])"
0,9,204.0,0.5,0.5,[4 0 8 3 4 9 7 3],"tensor([3, 0, 8, 8, 7, 9, 8, 3])"
0,9,205.0,0.375,0.5,[8 6 4 0 3 1 4 9],"tensor([2, 9, 4, 0, 8, 1, 7, 4])"
0,9,206.0,0.125,0.375,[0 9 0 5 0 2 6 5],"tensor([9, 1, 0, 2, 9, 0, 5, 8])"
0,9,207.0,0.25,0.75,[7 1 8 7 3 3 2 2],"tensor([8, 3, 4, 7, 3, 8, 6, 4])"
0,9,208.0,0.375,0.75,[6 4 3 8 9 9 3 1],"tensor([6, 7, 8, 5, 8, 9, 0, 1])"
0,9,209.0,0.625,1.0,[1 0 6 2 0 2 2 1],"tensor([1, 0, 6, 3, 0, 0, 3, 1])"
0,9,210.0,0.625,0.625,[9 6 3 1 4 1 3 6],"tensor([9, 3, 0, 1, 4, 1, 3, 4])"
0,9,211.0,0.5,0.875,[5 9 6 3 0 2 1 3],"tensor([9, 9, 9, 3, 0, 3, 3, 3])"
0,9,212.0,0.625,0.875,[5 7 3 7 9 1 2 5],"tensor([5, 7, 3, 7, 8, 3, 6, 5])"
0,9,213.0,0.375,0.875,[1 5 6 7 2 1 9 4],"tensor([1, 2, 6, 7, 6, 3, 8, 7])"
0,9,214.0,0.125,0.625,[9 6 5 5 6 9 0 0],"tensor([2, 8, 2, 7, 5, 3, 7, 0])"
0,9,215.0,0.375,0.375,[4 0 9 5 6 3 1 4],"tensor([5, 0, 8, 2, 9, 3, 1, 7])"
0,9,216.0,0.625,0.75,[5 0 2 5 7 0 7 1],"tensor([0, 6, 2, 0, 7, 0, 7, 1])"
0,9,217.0,0.25,0.625,[8 4 7 2 6 9 5 1],"tensor([0, 1, 4, 4, 7, 9, 2, 1])"
0,9,218.0,0.0,0.5,[0 2 6 2 0 9 6 7],"tensor([5, 6, 9, 0, 5, 4, 5, 8])"
0,9,219.0,0.375,0.75,[2 5 7 4 6 1 7 7],"tensor([0, 6, 8, 4, 5, 0, 7, 7])"
0,9,220.0,0.25,0.625,[6 8 2 1 3 1 5 2],"tensor([4, 5, 6, 1, 8, 1, 6, 5])"
0,9,221.0,0.25,0.625,[2 6 5 1 3 9 8 9],"tensor([2, 6, 4, 3, 8, 8, 0, 1])"
0,9,222.0,0.625,0.875,[5 8 2 8 4 1 0 7],"tensor([5, 5, 2, 5, 4, 3, 0, 7])"
0,9,223.0,0.125,0.5,[3 2 9 1 5 6 3 9],"tensor([7, 0, 2, 3, 5, 5, 0, 4])"
0,9,224.0,0.375,0.5,[1 5 7 3 4 3 9 5],"tensor([6, 9, 7, 8, 4, 8, 1, 5])"
0,9,225.0,0.25,0.5,[3 8 5 3 1 5 4 9],"tensor([0, 2, 5, 4, 0, 9, 1, 9])"
0,9,226.0,0.125,0.5,[8 7 1 7 5 7 8 3],"tensor([5, 2, 0, 7, 3, 8, 1, 8])"
0,9,227.0,0.375,0.625,[5 5 3 1 0 2 5 1],"tensor([5, 0, 0, 1, 9, 4, 2, 1])"
0,9,228.0,0.125,0.75,[6 8 4 6 6 4 0 1],"tensor([6, 4, 3, 9, 2, 9, 5, 3])"
0,9,229.0,0.375,0.5,[8 1 1 1 8 2 6 5],"tensor([3, 1, 1, 3, 8, 4, 5, 7])"
0,9,230.0,0.125,0.625,[0 6 2 9 4 9 3 8],"tensor([4, 5, 5, 2, 8, 2, 8, 8])"
0,9,231.0,0.5,0.75,[1 2 3 4 1 6 7 8],"tensor([1, 6, 3, 4, 3, 9, 7, 5])"
0,9,232.0,0.25,0.375,[9 7 6 4 7 9 3 1],"tensor([1, 3, 6, 8, 7, 0, 6, 0])"
0,9,233.0,0.25,0.375,[4 1 7 9 3 4 4 1],"tensor([4, 1, 8, 1, 8, 2, 7, 3])"
0,9,234.0,0.25,0.375,[5 5 7 4 5 5 4 9],"tensor([4, 0, 7, 8, 7, 5, 5, 4])"
0,9,235.0,0.375,0.75,[2 6 1 3 5 5 1 8],"tensor([8, 6, 0, 2, 8, 5, 1, 2])"
0,9,236.0,0.375,0.875,[1 8 1 2 3 7 1 2],"tensor([1, 5, 3, 2, 8, 7, 3, 8])"
0,9,237.0,0.125,0.375,[2 9 4 8 8 5 1 6],"tensor([4, 1, 4, 2, 0, 0, 3, 9])"
0,9,238.0,0.5,0.875,[3 0 0 2 0 1 2 2],"tensor([0, 0, 0, 0, 0, 1, 0, 4])"
0,9,239.0,0.5,0.75,[7 4 8 7 7 0 7 6],"tensor([8, 9, 8, 7, 7, 7, 7, 5])"
0,9,240.0,0.5,0.625,[9 3 4 7 2 0 1 5],"tensor([2, 0, 1, 8, 2, 0, 1, 5])"
0,9,241.0,0.625,0.875,[1 9 4 7 3 6 7 5],"tensor([3, 9, 4, 7, 4, 6, 7, 0])"
0,9,242.0,0.5,0.75,[3 7 5 4 1 8 9 4],"tensor([0, 7, 5, 4, 1, 5, 8, 8])"
0,9,243.0,0.125,0.25,[6 5 9 9 3 5 4 3],"tensor([5, 3, 8, 7, 8, 9, 3, 3])"
0,9,244.0,0.25,0.875,[4 8 0 9 1 4 0 2],"tensor([4, 0, 0, 1, 3, 7, 8, 0])"
